param_role,layer,parameter_name,decoherence_wake_update,gradient_wake_update,layer_normalized,run_id,seed,depth,horizon,decoherence_at_update0,decoherence_exact_zero_at_update0,gradient_sq_norm_at_update0,gradient_exact_zero_at_update0,wake_order_matches,role_rule_wake_update,role_rule_matches_both
attn_v,2,transformer.h.2.attn.c_v.weight,1,1,0.18181818181818182,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
attn_v,3,transformer.h.3.attn.c_v.weight,1,1,0.2727272727272727,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
attn_v,4,transformer.h.4.attn.c_v.weight,1,1,0.36363636363636365,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
attn_v,5,transformer.h.5.attn.c_v.weight,1,1,0.45454545454545453,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
attn_v,6,transformer.h.6.attn.c_v.weight,1,1,0.5454545454545454,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
attn_v,7,transformer.h.7.attn.c_v.weight,1,1,0.6363636363636364,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
attn_v,8,transformer.h.8.attn.c_v.weight,1,1,0.7272727272727273,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
attn_v,9,transformer.h.9.attn.c_v.weight,1,1,0.8181818181818182,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
attn_v,10,transformer.h.10.attn.c_v.weight,1,1,0.9090909090909091,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
attn_v,11,transformer.h.11.attn.c_v.weight,1,1,1.0,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,0,transformer.h.0.mlp.c_fc.weight,1,1,0.0,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,1,transformer.h.1.mlp.c_fc.weight,1,1,0.09090909090909091,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,2,transformer.h.2.mlp.c_fc.weight,1,1,0.18181818181818182,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,3,transformer.h.3.mlp.c_fc.weight,1,1,0.2727272727272727,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,4,transformer.h.4.mlp.c_fc.weight,1,1,0.36363636363636365,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,5,transformer.h.5.mlp.c_fc.weight,1,1,0.45454545454545453,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,6,transformer.h.6.mlp.c_fc.weight,1,1,0.5454545454545454,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,7,transformer.h.7.mlp.c_fc.weight,1,1,0.6363636363636364,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,8,transformer.h.8.mlp.c_fc.weight,1,1,0.7272727272727273,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,9,transformer.h.9.mlp.c_fc.weight,1,1,0.8181818181818182,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,10,transformer.h.10.mlp.c_fc.weight,1,1,0.9090909090909091,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,11,transformer.h.11.mlp.c_fc.weight,1,1,1.0,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
ve_gate,1,transformer.h.1.attn.ve_gate.weight,1,1,0.09090909090909091,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
ve_gate,3,transformer.h.3.attn.ve_gate.weight,1,1,0.2727272727272727,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
ve_gate,5,transformer.h.5.attn.ve_gate.weight,1,1,0.45454545454545453,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
ve_gate,7,transformer.h.7.attn.ve_gate.weight,1,1,0.6363636363636364,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
ve_gate,9,transformer.h.9.attn.ve_gate.weight,1,1,0.8181818181818182,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
ve_gate,11,transformer.h.11.attn.ve_gate.weight,1,1,1.0,d12-s7,7,12,2520,0.0,True,0.0,True,True,1,True
attn_out,0,transformer.h.0.attn.c_proj.weight,0,0,0.0,d12-s8,8,12,2520,0.13078585267066956,False,2.3003834940027446e-05,False,True,0,True
attn_out,1,transformer.h.1.attn.c_proj.weight,0,0,0.09090909090909091,d12-s8,8,12,2520,0.1262718290090561,False,1.762859756127e-05,False,True,0,True
attn_out,2,transformer.h.2.attn.c_proj.weight,0,0,0.18181818181818182,d12-s8,8,12,2520,0.13023070991039276,False,1.4361899047798943e-05,False,True,0,True
attn_out,3,transformer.h.3.attn.c_proj.weight,0,0,0.2727272727272727,d12-s8,8,12,2520,0.14017830789089203,False,1.0872703569475561e-05,False,True,0,True
attn_out,4,transformer.h.4.attn.c_proj.weight,0,0,0.36363636363636365,d12-s8,8,12,2520,0.12913620471954346,False,8.81045707501471e-06,False,True,0,True
attn_out,5,transformer.h.5.attn.c_proj.weight,0,0,0.45454545454545453,d12-s8,8,12,2520,0.12960635125637054,False,7.157435902627185e-06,False,True,0,True
attn_out,6,transformer.h.6.attn.c_proj.weight,0,0,0.5454545454545454,d12-s8,8,12,2520,0.12795297801494598,False,6.090077476983424e-06,False,True,0,True
attn_out,7,transformer.h.7.attn.c_proj.weight,0,0,0.6363636363636364,d12-s8,8,12,2520,0.14737889170646667,False,7.344360710703768e-06,False,True,0,True
attn_out,8,transformer.h.8.attn.c_proj.weight,0,0,0.7272727272727273,d12-s8,8,12,2520,0.1255594938993454,False,5.684872576239286e-06,False,True,0,True
attn_out,9,transformer.h.9.attn.c_proj.weight,0,0,0.8181818181818182,d12-s8,8,12,2520,0.1296577900648117,False,5.112568487675162e-06,False,True,0,True
attn_out,10,transformer.h.10.attn.c_proj.weight,0,0,0.9090909090909091,d12-s8,8,12,2520,0.12850603461265564,False,4.672127943194937e-06,False,True,0,True
attn_out,11,transformer.h.11.attn.c_proj.weight,0,0,1.0,d12-s8,8,12,2520,0.13819468021392822,False,4.259628440195229e-06,False,True,0,True
mlp_out,0,transformer.h.0.mlp.c_proj.weight,0,0,0.0,d12-s8,8,12,2520,0.1142432764172554,False,5.1997965783812106e-05,False,True,0,True
mlp_out,1,transformer.h.1.mlp.c_proj.weight,0,0,0.09090909090909091,d12-s8,8,12,2520,0.11745510995388031,False,4.105137486476451e-05,False,True,0,True
mlp_out,2,transformer.h.2.mlp.c_proj.weight,0,0,0.18181818181818182,d12-s8,8,12,2520,0.11330442130565643,False,3.147624011035077e-05,False,True,0,True
mlp_out,3,transformer.h.3.mlp.c_proj.weight,0,0,0.2727272727272727,d12-s8,8,12,2520,0.11606127768754959,False,2.47655225393828e-05,False,True,0,True
mlp_out,4,transformer.h.4.mlp.c_proj.weight,0,0,0.36363636363636365,d12-s8,8,12,2520,0.11623571068048477,False,1.999360574700404e-05,False,True,0,True
mlp_out,5,transformer.h.5.mlp.c_proj.weight,0,0,0.45454545454545453,d12-s8,8,12,2520,0.11349541693925858,False,1.6269907064270228e-05,False,True,0,True
mlp_out,6,transformer.h.6.mlp.c_proj.weight,0,0,0.5454545454545454,d12-s8,8,12,2520,0.11475063860416412,False,1.367953336739447e-05,False,True,0,True
mlp_out,7,transformer.h.7.mlp.c_proj.weight,0,0,0.6363636363636364,d12-s8,8,12,2520,0.11510951817035675,False,1.582625372975599e-05,False,True,0,True
mlp_out,8,transformer.h.8.mlp.c_proj.weight,0,0,0.7272727272727273,d12-s8,8,12,2520,0.11531894654035568,False,1.3635080904350616e-05,False,True,0,True
mlp_out,9,transformer.h.9.mlp.c_proj.weight,0,0,0.8181818181818182,d12-s8,8,12,2520,0.11407782882452011,False,1.1811353033408523e-05,False,True,0,True
mlp_out,10,transformer.h.10.mlp.c_proj.weight,0,0,0.9090909090909091,d12-s8,8,12,2520,0.11454183608293533,False,1.055472603184171e-05,False,True,0,True
mlp_out,11,transformer.h.11.mlp.c_proj.weight,0,0,1.0,d12-s8,8,12,2520,0.1179882362484932,False,9.86658596957568e-06,False,True,0,True
attn_k,0,transformer.h.0.attn.c_k.weight,1,1,0.0,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_k,1,transformer.h.1.attn.c_k.weight,1,1,0.09090909090909091,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_k,2,transformer.h.2.attn.c_k.weight,1,1,0.18181818181818182,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_k,3,transformer.h.3.attn.c_k.weight,1,1,0.2727272727272727,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_k,4,transformer.h.4.attn.c_k.weight,1,1,0.36363636363636365,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_k,5,transformer.h.5.attn.c_k.weight,1,1,0.45454545454545453,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_k,6,transformer.h.6.attn.c_k.weight,1,1,0.5454545454545454,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_k,7,transformer.h.7.attn.c_k.weight,1,1,0.6363636363636364,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_k,8,transformer.h.8.attn.c_k.weight,1,1,0.7272727272727273,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_k,9,transformer.h.9.attn.c_k.weight,1,1,0.8181818181818182,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_k,10,transformer.h.10.attn.c_k.weight,1,1,0.9090909090909091,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_k,11,transformer.h.11.attn.c_k.weight,1,1,1.0,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_q,0,transformer.h.0.attn.c_q.weight,1,1,0.0,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_q,1,transformer.h.1.attn.c_q.weight,1,1,0.09090909090909091,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_q,2,transformer.h.2.attn.c_q.weight,1,1,0.18181818181818182,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_q,3,transformer.h.3.attn.c_q.weight,1,1,0.2727272727272727,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_q,4,transformer.h.4.attn.c_q.weight,1,1,0.36363636363636365,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_q,5,transformer.h.5.attn.c_q.weight,1,1,0.45454545454545453,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_q,6,transformer.h.6.attn.c_q.weight,1,1,0.5454545454545454,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_q,7,transformer.h.7.attn.c_q.weight,1,1,0.6363636363636364,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_q,8,transformer.h.8.attn.c_q.weight,1,1,0.7272727272727273,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_q,9,transformer.h.9.attn.c_q.weight,1,1,0.8181818181818182,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_q,10,transformer.h.10.attn.c_q.weight,1,1,0.9090909090909091,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_q,11,transformer.h.11.attn.c_q.weight,1,1,1.0,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_v,0,transformer.h.0.attn.c_v.weight,1,1,0.0,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_v,1,transformer.h.1.attn.c_v.weight,1,1,0.09090909090909091,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_v,2,transformer.h.2.attn.c_v.weight,1,1,0.18181818181818182,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_v,3,transformer.h.3.attn.c_v.weight,1,1,0.2727272727272727,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_v,4,transformer.h.4.attn.c_v.weight,1,1,0.36363636363636365,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_v,5,transformer.h.5.attn.c_v.weight,1,1,0.45454545454545453,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_v,6,transformer.h.6.attn.c_v.weight,1,1,0.5454545454545454,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_v,7,transformer.h.7.attn.c_v.weight,1,1,0.6363636363636364,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_v,8,transformer.h.8.attn.c_v.weight,1,1,0.7272727272727273,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_v,9,transformer.h.9.attn.c_v.weight,1,1,0.8181818181818182,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_v,10,transformer.h.10.attn.c_v.weight,1,1,0.9090909090909091,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_v,11,transformer.h.11.attn.c_v.weight,1,1,1.0,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,0,transformer.h.0.mlp.c_fc.weight,1,1,0.0,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,1,transformer.h.1.mlp.c_fc.weight,1,1,0.09090909090909091,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,2,transformer.h.2.mlp.c_fc.weight,1,1,0.18181818181818182,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,3,transformer.h.3.mlp.c_fc.weight,1,1,0.2727272727272727,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,4,transformer.h.4.mlp.c_fc.weight,1,1,0.36363636363636365,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,5,transformer.h.5.mlp.c_fc.weight,1,1,0.45454545454545453,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,6,transformer.h.6.mlp.c_fc.weight,1,1,0.5454545454545454,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,7,transformer.h.7.mlp.c_fc.weight,1,1,0.6363636363636364,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,8,transformer.h.8.mlp.c_fc.weight,1,1,0.7272727272727273,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,9,transformer.h.9.mlp.c_fc.weight,1,1,0.8181818181818182,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,10,transformer.h.10.mlp.c_fc.weight,1,1,0.9090909090909091,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
mlp_in,11,transformer.h.11.mlp.c_fc.weight,1,1,1.0,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
ve_gate,1,transformer.h.1.attn.ve_gate.weight,1,1,0.09090909090909091,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
ve_gate,3,transformer.h.3.attn.ve_gate.weight,1,1,0.2727272727272727,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
ve_gate,5,transformer.h.5.attn.ve_gate.weight,1,1,0.45454545454545453,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
ve_gate,7,transformer.h.7.attn.ve_gate.weight,1,1,0.6363636363636364,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
ve_gate,9,transformer.h.9.attn.ve_gate.weight,1,1,0.8181818181818182,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
ve_gate,11,transformer.h.11.attn.ve_gate.weight,1,1,1.0,d12-s8,8,12,2520,0.0,True,0.0,True,True,1,True
attn_out,0,transformer.h.0.attn.c_proj.weight,0,0,0.0,d12-s9,9,12,2520,0.138472780585289,False,2.518808832974173e-05,False,True,0,True
attn_out,1,transformer.h.1.attn.c_proj.weight,0,0,0.09090909090909091,d12-s9,9,12,2520,0.12360244244337082,False,1.82936382771004e-05,False,True,0,True
attn_out,2,transformer.h.2.attn.c_proj.weight,0,0,0.18181818181818182,d12-s9,9,12,2520,0.13092654943466187,False,1.572598011989612e-05,False,True,0,True
attn_out,3,transformer.h.3.attn.c_proj.weight,0,0,0.2727272727272727,d12-s9,9,12,2520,0.14513884484767914,False,1.214330222865101e-05,False,True,0,True
attn_out,4,transformer.h.4.attn.c_proj.weight,0,0,0.36363636363636365,d12-s9,9,12,2520,0.12869687378406525,False,9.492094250163063e-06,False,True,0,True
attn_out,5,transformer.h.5.attn.c_proj.weight,0,0,0.45454545454545453,d12-s9,9,12,2520,0.13212652504444122,False,7.661709787498694e-06,False,True,0,True
attn_out,6,transformer.h.6.attn.c_proj.weight,0,0,0.5454545454545454,d12-s9,9,12,2520,0.13698510825634003,False,6.80709172229399e-06,False,True,0,True
attn_out,7,transformer.h.7.attn.c_proj.weight,0,0,0.6363636363636364,d12-s9,9,12,2520,0.14486052095890045,False,7.378950158454245e-06,False,True,0,True
attn_out,8,transformer.h.8.attn.c_proj.weight,0,0,0.7272727272727273,d12-s9,9,12,2520,0.13584491610527039,False,6.363341526594013e-06,False,True,0,True
attn_out,9,transformer.h.9.attn.c_proj.weight,0,0,0.8181818181818182,d12-s9,9,12,2520,0.13258478045463562,False,5.9601161410682835e-06,False,True,0,True
attn_out,10,transformer.h.10.attn.c_proj.weight,0,0,0.9090909090909091,d12-s9,9,12,2520,0.1340322643518448,False,4.7972716856747866e-06,False,True,0,True
attn_out,11,transformer.h.11.attn.c_proj.weight,0,0,1.0,d12-s9,9,12,2520,0.13877904415130615,False,4.597292900143657e-06,False,True,0,True
mlp_out,0,transformer.h.0.mlp.c_proj.weight,0,0,0.0,d12-s9,9,12,2520,0.11667922139167786,False,5.414527186076157e-05,False,True,0,True
mlp_out,1,transformer.h.1.mlp.c_proj.weight,0,0,0.09090909090909091,d12-s9,9,12,2520,0.1178467869758606,False,4.1955572669394314e-05,False,True,0,True
mlp_out,2,transformer.h.2.mlp.c_proj.weight,0,0,0.18181818181818182,d12-s9,9,12,2520,0.120368592441082,False,3.2787269446998835e-05,False,True,0,True
mlp_out,3,transformer.h.3.mlp.c_proj.weight,0,0,0.2727272727272727,d12-s9,9,12,2520,0.12227892130613327,False,2.5700403057271615e-05,False,True,0,True
mlp_out,4,transformer.h.4.mlp.c_proj.weight,0,0,0.36363636363636365,d12-s9,9,12,2520,0.11937281489372253,False,2.074271469609812e-05,False,True,0,True
mlp_out,5,transformer.h.5.mlp.c_proj.weight,0,0,0.45454545454545453,d12-s9,9,12,2520,0.11923570930957794,False,1.706686452962458e-05,False,True,0,True
mlp_out,6,transformer.h.6.mlp.c_proj.weight,0,0,0.5454545454545454,d12-s9,9,12,2520,0.11651236563920975,False,1.4301183909992687e-05,False,True,0,True
mlp_out,7,transformer.h.7.mlp.c_proj.weight,0,0,0.6363636363636364,d12-s9,9,12,2520,0.11792108416557312,False,1.6491732822032645e-05,False,True,0,True
mlp_out,8,transformer.h.8.mlp.c_proj.weight,0,0,0.7272727272727273,d12-s9,9,12,2520,0.11530032008886337,False,1.4213187569112051e-05,False,True,0,True
mlp_out,9,transformer.h.9.mlp.c_proj.weight,0,0,0.8181818181818182,d12-s9,9,12,2520,0.11816425621509552,False,1.2453565432224423e-05,False,True,0,True
mlp_out,10,transformer.h.10.mlp.c_proj.weight,0,0,0.9090909090909091,d12-s9,9,12,2520,0.11834985762834549,False,1.0877519343921449e-05,False,True,0,True
mlp_out,11,transformer.h.11.mlp.c_proj.weight,0,0,1.0,d12-s9,9,12,2520,0.1160593256354332,False,9.937202776200138e-06,False,True,0,True
attn_k,0,transformer.h.0.attn.c_k.weight,1,1,0.0,d12-s9,9,12,2520,0.0,True,0.0,True,True,1,True
attn_k,1,transformer.h.1.attn.c_k.weight,1,1,0.09090909090909091,d12-s9,9,12,2520,0.0,True,0.0,True,True,1,True
attn_k,2,transformer.h.2.attn.c_k.weight,1,1,0.18181818181818182,d12-s9,9,12,2520,0.0,True,0.0,True,True,1,True
attn_k,3,transformer.h.3.attn.c_k.weight,1,1,0.2727272727272727,d12-s9,9,12,2520,0.0,True,0.0,True,True,1,True
